level,sample_id,rmsd,min_dist,deltaE_change,deltaE_total_change,stiffness_resid,stiffness_total
0.01,0,0.006826174698411507,2.590417153923752,-0.0010460615158081055,0.0016796610148841966,0.15324271089216782,0.24606182658569578
0.01,1,0.007698613916405892,2.590672506091489,0.0021872520446777344,-0.05036947680131631,0.2841098499584008,6.542668244991218
0.01,2,0.008385807679908668,2.6037459518488997,0.0038677453994750977,0.042113079160585196,0.4612251493367449,5.0219466947093
0.01,3,0.007798671192637977,2.595546759069691,-0.0017098188400268555,-0.06633947925662344,0.21924489413541906,8.506510611608881
0.01,4,0.006211888347095878,2.591847616417367,-0.0016440153121948242,-0.022565923496454462,0.2646562881258834,3.6326994684320537
0.01,5,0.009619631831585875,2.5930043250491823,-0.003178715705871582,-0.07030827434730456,0.3304404743884616,7.308832144328924
0.01,6,0.008856840345877831,2.595382282359878,-0.003320455551147461,-1.8690933350780804e-05,0.374902947493332,0.0021103387461963202
0.01,7,0.007388859106320096,2.595240692321099,-0.004903197288513184,-0.004120220741094903,0.6635932852365815,0.5576261073337632
0.01,8,0.008857819866706506,2.583854298629474,0.0067958831787109375,0.014135069235240123,0.7672184895353676,1.5957729382563963
0.01,9,0.007371080549226711,2.5895320853005455,-0.0032401084899902344,-0.07751767444020598,0.43957035448895604,10.516460093267904
0.01,10,0.0059810321905291106,2.6027175334256025,-0.0049686431884765625,-0.00999856001489096,0.8307333968782757,1.6717114532042738
0.01,11,0.005306116641766145,2.5894501095281743,-0.0002397298812866211,0.010164851711052388,0.0451799116890176,1.9156856882944453
0.01,12,0.007573995851808196,2.5996208993815304,0.010967731475830078,0.09217355952147596,1.4480773016546702,12.169739900170487
0.01,13,0.00742988684158214,2.6011039505393088,0.014020204544067383,0.06986530864246174,1.8870010866924432,9.403280309930592
0.01,14,0.007736998288701987,2.589230345768446,-0.04376804828643799,0.049831584118044545,5.656980479154381,6.440686976861752
0.01,15,0.008114154418076041,2.597289759815275,0.003403186798095703,0.11100082122036944,0.419413610186462,13.679900024220762
0.01,16,0.007812223636809395,2.604576000380452,7.68899917602539e-05,-0.0037589099119340248,0.009842267110476205,0.48115748942758224
0.01,17,0.008298850577484244,2.600191951776594,0.010825157165527344,0.09227992202823405,1.3044164447179307,11.11960278916219
0.01,18,0.006521759104298088,2.6039210872987115,0.003959178924560547,-0.034312670784978815,0.6070722425106589,5.261260073584358
0.01,19,0.005385479292548811,2.5940847922708854,0.0035560131072998047,0.0489009603057449,0.6602964962134008,9.080150094236332
0.01,20,0.0051675423574884406,2.603067634573281,0.004751443862915039,0.04863759831920399,0.9194784549815213,9.412133458126721
0.01,21,0.007672830891264975,2.5926292183974704,-0.008675336837768555,-0.09335765340204558,1.13065659346733,12.167302358810913
0.01,22,0.006654984229699651,2.6047805880574666,0.01150202751159668,0.10014520314899981,1.7283327975843727,15.04815033250943
0.01,23,0.007499143435093968,2.5860295020595667,0.0009398460388183594,0.04541540421889351,0.12532711861732548,6.0560788858047
0.01,24,0.01159574538787817,2.5995960270486282,-0.01068103313446045,-0.055299906346809716,0.9211165627718998,4.768982458395345
0.01,25,0.005757292572242509,2.5958855270211347,-0.0014594793319702148,-0.02131364881024118,0.2535009839532502,3.7020263505454185
0.01,26,0.005718473532377911,2.5983975378838746,-0.0017222166061401367,-0.02357848450075788,0.3011671902281216,4.1232130160709595
0.01,27,0.006110227254984491,2.5924431176800846,-0.00013172626495361328,0.03744181759383176,0.021558324994566447,6.127729138599247
0.01,28,0.0057348054672679005,2.5990214330339434,0.00510406494140625,0.0536930142071031,0.8900153580689565,9.362656591154227
0.01,29,0.00548203080549033,2.5959946401977225,0.0029964447021484375,0.03500639487123003,0.5465939190176488,6.385661831044553
0.01,30,0.006573581663824685,2.594201670554204,-0.00039756298065185547,0.055551905910681314,0.060478898868739805,8.45078204723477
0.01,31,0.007292557605235603,2.600337023953533,0.00477755069732666,0.058741733336991606,0.6551269055312879,8.055024933202954
0.01,32,0.005372836788089811,2.5836658098157756,-0.00012826919555664062,-0.017033419268861944,0.023873644522569574,3.170284142377194
0.01,33,0.0077497280134906235,2.5880638003039365,-0.0033416748046875,-0.04147958339007196,0.43119897870871815,5.352392150778047
0.01,34,0.008492413272628686,2.570879130566613,-0.0020148754119873047,-0.05848990791912825,0.2372559303586074,6.887312951154068
0.01,35,0.0067676251493229015,2.60117035947135,-0.0051686763763427734,-0.03293226449364962,0.7637356180786546,4.866147838720718
0.01,36,0.006660676805794745,2.5857593888898407,-0.00396418571472168,-0.04521326217532044,0.5951625983823242,6.788088281957354
0.01,37,0.00629944174003681,2.600628565122583,-0.0011599063873291016,-0.0069070765237128455,0.18412844108981694,1.0964585131114308
0.01,38,0.010029164762704292,2.584721056941203,-0.0013592243194580078,-0.03292942384345357,0.13552717017000154,3.283366523791597
0.01,39,0.005515062997366268,2.601160515835267,0.0013278722763061523,-0.023886155272987257,0.24077191447138158,4.331075689324701
0.01,40,0.007510800771605674,2.5919543097796995,0.0016820430755615234,-0.010179861984588777,0.22394989917991565,1.3553630690183394
0.01,41,0.0061547449751702555,2.598890206468486,0.0034389495849609375,0.04259273544326933,0.5587476977250073,6.920308739858244
0.01,42,0.009069475865774222,2.6012282692189608,-0.04138648509979248,0.10940553493972635,4.5632719809061975,12.063049349146361
0.01,43,0.007910518831401486,2.58676171048041,-0.0435795783996582,0.014593356231190284,5.509067019304133,1.844803930339019
0.01,44,0.0038271502619588098,2.5883867848007838,-0.0006302595138549805,-0.03126686115244999,0.164681151957802,8.169750078338184
0.01,45,0.008453327661400306,2.6047805880574666,-0.0012068748474121094,0.0324145660965581,0.1427692023489113,3.834533262512692
0.01,46,0.005464753607187741,2.6017044873825115,0.0051991939544677734,0.013450014943745132,0.9514050089338557,2.4612298944374085
0.01,47,0.0071966359252786044,2.58108243719469,-0.005140066146850586,-0.050542644130079764,0.7142317883270715,7.0230931027851184
0.01,48,0.007025085055613016,2.5879664474350283,-0.008702278137207031,-0.08407349301755744,1.2387434555335304,11.96761211458686
0.01,49,0.006308828593061361,2.592324790632505,0.00020647048950195312,0.004879794729458686,0.032727230809382835,0.7734866556408951
